n;CORIS_Year;Text_genre;Text_genre_specific;Type;Cxn;Lemma_Base;Orthography;Syllables;SyllLength;MorphCat;Pos;Function;SemClass;ScalePoint_Base;Approximation_Output;Approximation_Output2;Occurrence
mezzo_154;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo devastare ;mezzo;devastato;debonded;de-va-sta-to;4;conv_Vpart;participle_adj;attributive/appositive;relational;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;"                           terrore negli occhi . Trotter non se ne accorse , mentre Gilly fece un largo sorriso e scosse enfaticamente la sua testa < mezza devastata > dal bulldozer . - Nel gruppo "" arancione "" usano i libri con la copertina di cartone - stava spiegando Trotter . - E dawero                          "
semi_39;CORIS1980_2000;STAMPA;STAMPAQuotidiani;semidirettive ;semi;direttivo;bonded;di-ret-ti-vo;4;suff_V;adjective;attributive/appositive;social;non-scalar;KinCategorization;KinCategorization;                                  d ' Appello per favorire una ' risoluzione pacificà  del problema dei magistrati che svolgono funzioni direttive o < semidirettive > nelle Preture e nelle Procure circondariali . Due gli ' ambità¬ su cui incide la delibera : a quasi 400 posti distribuiti                             
semi_173;MONITOR2005_07;PRGAMM;PRGAMM;semidirettive ;semi;direttivo;bonded;di-ret-ti-vo;4;suff_V;adjective;attributive/appositive;social;non-scalar;KinCategorization;KinCategorization;"                         à¨ inserito il seguente : "" Art. 34-bis ( Limite di età  per il conferimento di funzioni semidirettive ) . - 1 . Le funzioni < semidirettive > di cui all ' articolo 10 , commi 7 , 8 e 9 , possono essere conferite esclusivamente ai magistrati che , al momento della                            "
semi_289;MONITOR2005_07;PRGAMM;PRGAMM;semidirettive ;semi;direttivo;bonded;di-ret-ti-vo;4;suff_V;adjective;attributive/appositive;social;non-scalar;KinCategorization;KinCategorization;                                  semidirettive requirenti di primo grado sono quelle di procuratore aggiunto presso il tribunale . 8 . Le funzioni < semidirettive > giudicanti elevate di primo grado sono quelle di presidente della sezione dei giudici unici per le indagini                                          
semi_57;CORIS1980_2000;NARRAT;NARRATRomanzi;semidiroccati ;semi;diroccato;bonded;di-roc-ca-to;4;conv_Vpart;adjective;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                             di ficus - la pianta del capitale secondo Volponi . A via Marina , la gente era sfrattata dalle baracche e dai palazzi < semidiroccati > , per cedere il posto a nuovi edifici come quello della Flotta Lauro e del giornale Â« Il RomaÂ» , e tra le donne barricate con                        
mezzo_146;MONITOR2005_07;NARRAT;NARRAT;mezzo diroccare ;mezzo;diroccato;debonded;di-roc-ca-to;4;conv_Vpart;adjective;predicative_obj;relational;maximum_standard;Proximative;Proximative;                         la porta della cantina rifugio saltà² via come fosse di latta . I calcinacci ci piovvero in testa e uscendo vedemmo la casa < mezza diroccata > . Sali se le scale tengono , prendi quel che puoi , cerca un carretto , un tram , una stanza in un luogo vicino_alla città  ,                         
mezzo_228;MONITOR2005_07;EPHEM;EPHEM;mezzo diroccare ;mezzo;diroccato;debonded;di-roc-ca-to;4;conv_Vpart;adjective;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                               le elezioni vinte dal centro sinistra . Coincidenza insondabile ... Campagna desolata . Pastorizia . Una costruzione < mezzo diroccata > . Una mano che spunta e afferra una bottiglia di latte , come neanche i pià¹ incalliti misantropi . Un rifugio che                                    
mezzo_254;CORIS1980_2000;NARRAT;NARRATRacconti;mezzo diroccare ;mezzo;diroccato;debonded;di-roc-ca-to;4;conv_Vpart;adjective;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                           quell ' annuncio era il codice della chiamata . La Casazza sarebbe stata il luogo dell ' incontro , una vecchia masseria < mezzo diroccata > . Era stato il mio nome , Lupo . Ero io come Lupo che sarei dovuto risorgere , volendolo o no , dietro il miracolo del                               
semi_227;MONITOR2005_07;NARRAT;NARRAT;semidisabitata ;semi;disabitato;bonded;di-sa-bi-ta-to;5;pref_A;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                                          : il punto sarebbe stato persuadere qualcuno ad addentrarsi in una regione battuta dalle guerre recenti , < semidisabitata > e semidistrutta , dove non si sa pià¹ chi comandi e si puà² venire derubati e ammazzati in mille occasioni e in mille modi . E                         
mezzo_197;MONITOR2017_20;NARRAT;NARRAT;mezzo disorientato ;mezzo;disorientato;debonded;di-so-ri-en-ta-to;6;conv_Vpart;participle_adj;predicative_secundary;mood;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                        al centro del letto e la svegliai . Â« Non pensare di poter dormire nel letto Â» , dissi tirandola per un braccio . Mi guardà² < mezza disorientata > dal suo mondo di principessa . Â« Perchà© sei uscita ? Dove sei stata ? Â» le chiesi . Era terribile che per tutti fosse pià¹                            
mezzo_198;CORIS1980_2000;NARRAT;NARRATTrRacconti;mezzo disseccare ;mezzo;disseccato;debonded;dis-sec-ca-to;4;conv_Vpart;participle_adj;attributive/appositive;material;maximum_standard;Proximative;Proximative;                          . àˆ buffo , non aveva mai fatto caso a quegli eucalipti . Rolando li vedeva mossi dal vento lieve del mattino . Le foglie < mezzo disseccate > dallo scirocco si strusciavano l ' una all ' altra diffondendo una melodia di cui non si era mai accorto prima . Da piccolo                          
semi_155;MONITOR2005_07;PRACC;PRACC;semidisteso ;semi;disteso;bonded;di-ste-so;3;conv_Vpart;participle_adj;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                       Patriarchio , nuova seduta , questa volta su una sedia di marmo con un buco al Centro . Qui il nuovo papa siede in posizione < semidistesa > . La postura , quasi sconveniente , à¨ quella che al tempo assumevano le partorienti , con il bacino sporto in avanti per                             
semi_212;MONITOR2014_16;MISC;MISC;semi - disteso ;semi;disteso;hyphened;di-ste-so;3;conv_Vpart;participle_adj;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;"                          insieme . Basta spengere uno dei due . Durante la discesa , gli aerofreni ( "" Spoilers "" ) sono bloccati in una posizione < semi - distesi > : Vedere il capitolo 12 pagina 100 . Il controllo degli spoiler deve essere configurato secondo un asse e non un ' azione ""                          "
semi_216;CORIS1980_2000;STAMPA;STAMPAPeriodici;semidisteso ;semi;disteso;bonded;di-ste-so;3;conv_Vpart;participle_adj;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                                  scolpito . Schiena a terra e gambe piegate , accavallate una caviglia sull ' altro ginocchio , tenendo le braccia < semidistese > dietro la testa e un pà³ sollevate dal pavimento ( le mani devono toccarsi ) . A questo punto , sollevate la schiena ,                                
semi_255;MONITOR2017_20;NARRAT;NARRAT;semidisteso ;semi;disteso;bonded;di-ste-so;3;conv_Vpart;participle_adj;predicative_subj;spatial;maximum_standard;Proximative;Proximative;                                 liberamente o indossare un bikini o un paio di semplici pantaloncini in pubblico , eppure risultavano spettacolari < semidistese > sui letti balinesi con i loro orologi di diamanti , zaffiri , smeraldi , rubini e diversi tipi di oro . All ' inizio mi                              
semi_51;MONITOR2001_04;NARRAT;NARRAT;semidistrutto ;semi;distrutto;bonded;di-strut-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Attenuation;Attenuation_Extension;                            momento buono , in questo tipo di imprese ci vuole anche fortuna lo aveva ben compreso quando si aggirava negli edifici < semidistrutti > di Stalingrado , andato sul pianerottolo del piano superiore e sdraiatosi in terra , rimase fermo in attesa di                                       
semi_81;CORIS1980_2000;STAMPA;STAMPAQuotidiani;semidistrutto ;semi;distrutto;bonded;di-strut-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Attenuation;Attenuation_Extension;                              sbalzata fuori_dall ' abitacolo macchina ed à¨ morta sul colpo . Il conducente à¨ invece rimasto incastrato nell ' auto < semidistrutta > . Sulla tangenziale à¨ intervenuta una pattuglia della polizia stradale , due ambulanze e una squadra dei vigili del                                  
semi_105;CORIS1980_2000;STAMPA;STAMPAQuotidiani;semidistrutto ;semi;distrutto;bonded;di-strut-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                                Michele Arcangelo di Bevagna : hanno ceduto in_seguito_allo spostamento dell ' edificio . LOCALITà€ SEGRETE Una tela < semidistrutta > del ' 600 bolognese . Molte operte d ' arte sono state recuperate nelle chiese devastate e nascoste in località  segrete .                            
semi_109;MONITOR2001_04;NARRAT;NARRAT;semidistrutto ;semi;distrutto;bonded;di-strut-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                        s ' insinuava nei capelli liberandoli . Rina Fedele Lisca di pesce Sono le sei di un tardo pomeriggio di primavera e i muri < semidistrutti > delle case di Pompei si tingono di un rosa sempre pià¹ acceso acquisendo via via i colori caldi del tramonto . Percorro la                            
semi_162;CORIS1980_2000;NARRAT;NARRATRacconti;semidistrutto ;semi;distrutto;bonded;di-strut-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Proximative;Proximative;                               spesso per la vittoria e curando l ' uniforme e le buffetterie che sceglievo tra le migliori recuperate dal deposito < semidistrutto > . Non ricordo altro di quegli anni . So che mi ammalai eppure mai temetti per la mia vita che avevo votato alla vittoria e                           
semi_278;CORIS1980_2000;NARRAT;NARRATVaria;semidistrutto ;semi;distrutto;bonded;di-strut-to;3;conv_Vpart;participle_adj;predicative;relational;maximum_standard;Proximative;Proximative;                          ex partigiani arrivarono a Genzano tra il 7 e l'8 giugno . I problemi che ci si presentarono erano immensi : il paese era < semidistrutto > , carogne di animali in putrefazione erano disseminate da ogni parte , le strade erano impraticabili per le buche delle                              
mezzo_72;MONITOR2017_20;NARRAT;NARRAT;mezzo distrutto ;mezzo;distrutto;debonded;di-strut-to;3;conv_Vpart;participle_adj;attributive/appositive;relational;maximum_standard;Attenuation;Attenuation_Extension;                         sul fiume Agri , in Basilicata . Di solito i miei nonni materni alloggiavano in paese d ' inverno e non in quel fabbricato < mezzo distrutto > , ma erano stati sorpresi da una nevicata e cosà¬ mia madre à¨ nata in una stalla circondata da gatti e bestie magre . I suoi                          
mezzo_130;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo distruggere ;mezzo;distrutto;debonded;di-strut-to;3;conv_Vpart;participle_adj;predicative_secundary;relational;maximum_standard;Attenuation;Attenuation_Extension;                                  ? E che cazzo c ' era in quelle fotografie ? . La stanza della Lisetta era in_cima_ad una casa diroccata , ancora < mezza distrutta > dalle bombe della guerra . Ci si arrivava con una scala di legno inchiodata ad un ballatoio che aveva scricchiolato                                  
mezzo_166;CORIS1980_2000;PRACC;PRACCVolumi;mezzo distruggere ;mezzo;distrutto;debonded;di-strut-to;3;conv_Vpart;participle_adj;predicative_obj;relational;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                               , questo movimento di denaro provocasse . Gli ateniesi , tornandovi dopo Salamina , avevano trovato la loro capitale < mezzo distrutta > dai persiani . E la ricostruzione quindi era necessaria . Una delle ragioni che consentirono loro di non limitarsi a una                             
mezzo_180;MONITOR2014_16;NARRAT;NARRAT;mezzo distruggere ;mezzo;distrutto;debonded;di-strut-to;3;conv_Vpart;participle_adj;predicative_obj;relational;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                           . Un gatto veniva lasciato solo a casa . Inseguiva una mosca nel soggiorno . Quando il padrone tornava , trovava la casa < mezza distrutta > e il gatto si rotolava sul tappeto dell ' ingresso . Vittorio si chiese in che modo quelle immagini potessero aiutare un                             
mezzo_234;CORIS1980_2000;STAMPA;STAMPAQuotidiani;mezzo distruggere ;mezzo;distrutto;debonded;di-strut-to;3;conv_Vpart;participle_adj;predicative;relational;maximum_standard;Attenuation;Attenuation_Extension;"                 nel mar Caspio da 5 mila metri d ' altezza "" . ( m . p . f . ) Incendio a Parma Distrutto il teatro del gruppo Lenz PARMA - Teatro < mezzo distrutto > da un incendio dovuto a un cortocircuito e il resto reso impraticabile : il Lenz di Parma , gruppo storico della ricerca ,                           "
